番号,集数,名字,播放量,投稿时间,作者,收藏数,硬币数,评论数,弹幕数,标签 
13615763,1,[剧场版][短片/奇幻]千子Cencoroll 2009[里·H&C字幕组][576P],2040,2017-08-21 06:41,池松壮亮的圈内女友,234,7,10,12,"['木村良平', '动画短片', '花泽香菜', '森谷里美', '下野紘']"
13614591,1,【补档/特别篇】哆啦A梦之不可思议的大百科【熟肉】,1856,2017-08-21 05:35,もったいない,38,6,15,13,"['哆啦A梦', '日本动画', '经典']"
13614695,1,【补档//特别篇】哆啦A梦之加油胖虎【熟肉】,1175,2017-08-21 05:34,もったいない,30,4,3,12,"['童年', '经典', '哆啦A梦']"
13609851,1,【1080P/BDRip】那就是声优 14/SP Sore ga Seiyuu （生肉）,1037,2017-08-21 05:29,萨潞法迩,47,2,10,1,"['高桥李依', '百合', '搞笑', '声优', '1080P', '伊利亚本子']"
13614454,1,【标清/生肉】Pa-Pa-Pa 剧场版,423,2017-08-21 05:26,もったいない,14,1,3,0,"['日本动画', '剧场版', '经典']"
13614271,1,【生肉/360P】哆啦A梦之2112哆啦A梦的诞生,1602,2017-08-21 05:26,もったいない,34,4,4,3,"['日本动画', 'TV动画', '经典']"
13612683,1,【补档/1979】哆啦A梦之大雄想当坏人【熟肉】,4030,2017-08-21 05:26,もったいない,28,1,3,6,"['日本动画', '剧场版', '经典']"
13612616,1,【补档/1979】哆啦A梦之-45年后【熟肉】,2917,2017-08-21 05:25,もったいない,48,5,5,7,"['哆啦A梦', '童年', '经典']"
13612746,1,【补档/1979】哆啦A梦之未来图书券【熟肉】,766,2017-08-21 05:25,もったいない,19,1,2,6,"['哆啦A梦', '日本动画', '经典']"
13613037,1,【补档//特别篇】哆啦A梦之侏罗纪时代的冒险【熟肉】,615,2017-08-21 05:24,もったいない,15,0,2,4,"['哆啦A梦', '日本动画', '经典']"
13613676,39,【DVDRip】哨声响起 Whistle!【台三】,2121,2017-08-21 05:22,Gintaku,97,3,9,39,['哨声响起']
13605059,26,【720P】迷你裙宇宙海贼【英配生肉】,762,2017-08-21 00:49,无所事事哈士奇,59,4,10,3,"['日本动画', '生肉', '720P']"
13598964,1,【720P/特别篇】Gosick 11.5【日语中字】,42469,2017-08-20 22:53,9超高校的小学生9,1636,166,143,148,"['CV', '720P']"
13596895,1,【720P/剧场版】苍蓝钢铁的琶音 2015【生肉】,1317,2017-08-20 21:01,无所事事哈士奇,82,7,12,2,"['日本动画', '苍蓝钢铁的琶音']"
13564306,1,【补档/720P】哆啦A梦新番009（2005.06.10）到处都是哆啦A梦＆心情香水【幻梦字幕组】,5466,2017-08-20 09:00,熊猫带来好运气,135,10,12,98,"['童年', '哆啦A梦', '日常', '哆啦A梦新番', '720P', 'ドラえもん', '哆啦A梦水田版', '心情香水', '到处都是哆啦A梦']"
13577525,12,[720P/合集]江户盗贼团五叶 [天空树双语字幕组][HDTV],3131,2017-08-20 07:44,池松壮亮的圈内女友,562,23,13,37,"['浪川大辅', '樱井孝宏', '日本动画', '小野夏芽']"
13567178,1,【720P/HDrip】鲁邦三世 最后的工作【中文字幕（读卖电视台播放版）】,6804,2017-08-20 05:48,魯邦叁世,362,56,38,109,"['日本动画', '鲁邦三世', '平野绫', '朴璐美', '次元大介', '720P', '纳谷悟朗', '増山江威子']"
13573042,1,【TVB粤语】【熟肉】哆啦A梦新番：喜欢得不得了,2713,2017-08-20 04:04,鬼迷君,50,6,8,52,"['动画', 'TV动画', '童年', '经典', 'TVB粤语', '哆啦A梦', '哆啦A梦新番']"
13572903,1,【720P】问题儿童都来自异界！OVA【英配熟肉】,5837,2017-08-20 04:01,无所事事哈士奇,96,79,14,5,"['奇幻', '720P', 'OVA•OAD']"
13570437,13,【BD1080P】中二病也要谈恋爱 第二季【动漫国字幕组】,24185,2017-08-20 02:51,Nagisa-aishiteru,2193,242,154,407,"['内田真礼', '上坂堇', '福山润', '恋爱番', '1080P', 'BDRIP', '京阿尼', '合集']"
13567139,48,【360pDVDRip】洛克人exe AXESS 日语中字,4255,2017-08-20 01:16,pspの1000,287,14,19,171,"['洛克人', '日本动画']"
13564286,39,【720P/DVDRip】高达X   ZSJ2002字幕组制作,13343,2017-08-20 01:15,JSRoboet,1984,153,63,202,"['动画', 'TV动画', '机战', '经典', '萝卜']"
13548427,51,【480p/DVDRip】钢之炼金术师2003【英配生肉】,1230,2017-08-19 21:49,61946,72,9,8,2,"['钢之炼金术师', '学英语系列', '钢之炼金术师03']"
13554133,12,【1080P/BDRip】中二病也要谈恋爱 第二季【生肉】,20240,2017-08-19 19:04,爱妹无双,1054,143,118,238,"['校园', '小鸟游六花', '经典', '恋爱', '中二病', '搞笑', '中二病也要谈恋爱', 'BDRIP', '1080P']"
13547941,1,【BD720P】摇曳百合第一季SP【千夏】,3417,2017-08-19 16:37,とある科学のAki,117,15,46,57,"['摇曳百合', '治愈向', '百合', '画伯', '720P', 'BDRIP', '千夏']"
13548942,12,【720P】学战都市六芒星 第二季【英配熟肉】,5874,2017-08-19 16:05,无所事事哈士奇,216,89,19,17,"['日本动画', '校园', '720P']"
13427568,2,【补档/720p】哆啦A梦新番009-2005.06.10读心药水【幻梦/无名字幕组】,2489,2017-08-19 13:31,哆啦有个梦,23,3,16,28,"['哆啦A梦', '读心药水']"
13542608,1,【720P/BDrip】小麻烦千惠 剧场版【中文字幕】,1701,2017-08-19 12:10,魯邦叁世,210,12,18,83,"['日本动画', '剧场版', '大冢康生', '小麻烦千惠', 'BDRIP', '高畑勋', '720P']"
13536999,37,【合集】哆啦A梦剧场版【台配国语】【1980-2016】【1-36部】,51537,2017-08-19 08:40,國語動漫,3510,245,127,596,"['哆啦A梦', '日本动画', '经典', '怀旧', '剧场版', '童年', '机器猫', '小叮当', '台配国语']"
13490530,2,【1080P/BDRip】白箱 SHIROBAKO  OVA（生肉）,5512,2017-08-19 06:28,萨潞法迩,316,21,34,7,"['青春', '中原麻衣', '伊藤静', '松冈祯丞', '励志', '茅野爱衣', '米泽圆', '社会', '搞笑', '小林裕介']"
13537142,12,【60FPS/1080P蓝光原盘】1990 蓝宝石之谜39集全+BD特典+幕后特辑【AMDGPU插帧】后附精选海洋音乐专辑,3513,2017-08-19 06:23,磁爆线圈X,497,94,100,92,"['童年', '科幻', '蓝光原盘', 'BDRIP', '蓝宝石之谜', '1080P', '60FPS', '60帧', '庵野秀明', '海底两万里', '贞本义行']"
13264029,39,【480P/DVDRip】童话枪手小红帽.39集（中文字幕/国语配音）,1175,2017-08-19 04:55,秋水与秋雨,66,4,5,1,"['冒险', '搞笑', '治愈向', '奇幻', '中文字幕', '热血', '国语配音', '童话枪手小红帽']"
13534351,12,【720P】学战都市六芒星 第一季【英配熟肉】,17204,2017-08-19 04:50,无所事事哈士奇,323,17,14,34,"['日本动画', '校园', '后宫', '720P']"
13529013,2,【高清】奥林匹斯星传 “偷牛的赫尔墨斯”、“奥德修斯的冒险2”【音画不同步修复】,2138,2017-08-19 02:26,滅燭憐光滿,39,3,3,4,"['童年', '经典', 'CCTV', '动漫世界', '奥林匹斯星传']"
13528719,1,【480P】饿狼传说2OVA：新的战斗【简体中文字幕修正版】(无乱码字幕),7251,2017-08-19 02:23,朱军,436,16,43,345,"['不知火舞', '拳皇', '传说', '中文', '克劳萨', '饿狼', '特瑞', 'snk', 'kof', 'ova']"
13519013,31,[1080P/BDrip]悠久之翼 ef 第二季 + NCOPED [生肉],950,2017-08-18 23:39,CureMagical,31,3,5,2,['悠久之翼']
13517705,22,[1080P/BDrip]悠久之翼 ef 第一季[生肉],808,2017-08-18 21:39,CureMagical,38,2,5,2,['悠久之翼']
13503965,2,传颂之物·虚伪的假面SP【HYSUB字幕】,3401,2017-08-18 20:39,卵石之美,59,11,31,15,"['日本动画', '传颂之物', 'OVA•OAD', '传颂之物·虚假的假面']"
13479889,7,【480P】战神金刚：传奇的守护神 第三季全七集【中文字幕】@百舌翻译联盟,3914,2017-08-18 19:03,百舌字幕组,124,5,9,13,"['机战', '经典', '热血', '合集']"
13487967,3,【合集】传颂之物OVA1~3【480P】,6797,2017-08-18 18:50,卵石之美,345,28,76,220,"['OVA', '传颂之物', '日本动画', 'OVA•OAD', '合集', '传颂之污', '传颂之物永不终结！']"
13512293,1,【BD 1080P】魔法少女奈叶剧场版2,3972,2017-08-18 18:11,幻影动漫社,307,35,13,99,"['动漫', '经典', '魔法', '科幻', '校园', '战争', '冒险', '魔法少女', 'BDRIP', '1080P']"
13510969,1,【BD 1080P】魔法少女奈叶剧场版1,11457,2017-08-18 17:19,幻影动漫社,376,56,28,281,"['魔法', '动漫', '科幻', '校园', '魔法少女', '冒险', '萝莉', '经典', '1080P']"
13505788,2,【720P】【剧场版】迷你裙海贼-亚空的深渊【英配】,2345,2017-08-18 14:55,无所事事哈士奇,153,5,10,3,"['日本动画', '剧场版', '720P']"
13424481,2,【补档/720p】哆啦A梦新番001-2005.04.15想起来吧!那天的感动【铜锣/银光字幕组】,2070,2017-08-18 13:31,哆啦有个梦,24,5,13,26,"['哆啦A梦', '想起来吧!那天的感动', '大雄坏了']"
13504151,1,乌龙派出所特别篇 A地狱式劈腿约会B阿两变透明人【台配国语】,2156,2017-08-18 13:11,浩劫2017,43,5,5,82,"['日本动画', '中文', '搞笑', '经典']"
13501367,6,【BD1080P】月刊少女野崎君特典6话全【紫音字幕组】,61970,2017-08-18 11:56,妹妹的胖次很香,5180,918,162,607,"['川澄绫子', '特典', '日本动画', '月刊少女', '1080P', '刹那的想法']"
13501221,1,乌龙派出所特别篇 A 热裤刑警登场 B所长那就是巴黎的灯【台配国语】,1604,2017-08-18 11:31,浩劫2017,38,3,4,14,"['怀旧', '日本动画', '中文', '搞笑', '经典', '乌龙派出所']"
13476317,5,[1080p/BDRip]Code Geass亡国的阿基德[英配/自制中英文字幕],7387,2017-08-18 11:11,ATX-Z,630,53,36,90,"['亡国的阿基德', '1080P', '英配动画', 'BDRIP', 'Code Geass']"
13226602,2,【OVA】新·破里拳 Polimar（1996）,2598,2017-08-18 11:07,哔哩哔哩番剧,128,10,139,25,"['TV动画', 'BILIBILI正版']"
13478706,15,【DVDRip】波子汽水 第一季+SP,2157,2017-08-18 09:07,午前のお茶,134,7,13,7,"['治愈', '恋爱', '日常']"
13497808,12,【720P/BDRip】中二病也要谈恋爱 第一季【生肉】,2860,2017-08-18 08:25,爱妹无双,168,8,12,17,['恋爱']
13496326,1,【720P/粤语】哆啦A梦剧场版--新大雄的日本诞生,118852,2017-08-18 07:33,もったいない,5400,259,556,3078,"['哆啦A梦', '日本动画', '粤语', '经典', '720P']"
13497257,12,【720P】学战都市六芒星 第二季【英配生肉】,6290,2017-08-18 06:20,无所事事哈士奇,139,5,11,10,"['生肉', '后宫', '720P']"
13458336,26,【720P/DVDRip】犬神 【合集】【中文字幕】,21507,2017-08-18 05:59,世纪之年,1910,39,64,363,"['日本动画', '搞笑', '果王', '犬神和裸王']"
13488244,1,【DVDRIP】奥林匹斯星传 剧场版 (2005)【国语中字】,30518,2017-08-18 02:27,ulala518,2717,97,254,728,"['动画', '剧场版']"
13444147,52,【BD 1080P】冒险小英雄【国语版】,619,2017-08-18 00:44,幻影动漫社,38,3,1,1,"['TV动画', '冒险', '搞笑', '经典', '热血', '1080P']"
13480747,1,【720P/DVDrip】 曾几何时天魔的黑兔 OAD 【TDSM】,2603,2017-08-17 20:58,萨潞法迩,108,4,14,29,"['搞笑', '中村悠一', '福山润', '野水伊织', '立花慎之介', '奇幻', '少女', '黑兔', '撞车视频']"
13470342,51,【国语】蓝龙 第二季 天界的七龙 【1-51集全】,2549,2017-08-17 20:47,阿狸酱ww,194,10,10,6,"['TV动画', '童年', '经典', '蓝龙第二季', '国语']"
13433703,59,巴巴爸爸的探险【国语】【720P】,91595,2017-08-17 20:46,哎呦顺子,217,6,11,9,"['高清', '央视', '动画', '巴巴爸爸', '合集', '720P']"
13473055,1,【720P/剧场版】黄金拼图Pretty Days【野生菌字幕】,1205,2017-08-17 17:47,奈酱Poi,146,11,14,46,"['治愈向', '百合', '校园', '720P', '三年判刑']"
13467874,6,【720P】NO GAME NO LIFE 游戏人生 SP 01-06【英配生肉】,3933,2017-08-17 17:19,无所事事哈士奇,49,1,6,9,"['日本动画', '720P', 'OVA•OAD']"
13461974,1,【8月熟肉/OVA】小马国女孩特别篇：悲剧碉堡傻缺合辑 Epic Fails【中文字幕】,6204,2017-08-17 16:19,Pinkiesparkle,390,34,70,79,"['新番', 'TV动画', '中文字幕', '百合', '搞笑', '高清无马', '小马国女孩', 'MLP', '欧美动画', '悲剧碉堡傻缺合辑']"
13464733,26,【BD720P】魔法科高校的劣等生【诸神】,87226,2017-08-17 13:32,とある科学のAki,3608,466,208,3694,"['中村悠一', '魔法科高校的劣等生', '诸神字幕组', '松冈祯丞', '早见沙织', '户松遥', '花泽香菜', 'BDRIP', '抗中奇侠', '720P', '井上麻理奈']"
13174899,1,【DVDrip/生肉】名侦探柯南M13特典 新一与小兰·麻将牌与七夕的回忆,26210,2017-08-17 11:00,奶活家教Shaw_K,410,16,41,269,"['名侦探柯南', '日本动画']"
13459991,1,【480P】饿狼传说OVA第一部【简体中文字幕修正版】(无乱码字幕),21355,2017-08-17 10:42,朱军,943,42,109,792,"['OVA', '命运', '传说', '拳皇', '安迪', '饿狼', '吉斯', '特瑞', 'snk', 'kof']"
13456826,23,【720P/BDRip】悠久之翼 第一季【生肉】,5089,2017-08-17 08:51,爱妹无双,205,5,13,27,"['经典', '治愈向', '恋爱', 'TV动画', '合集', '720P', 'BDRIP']"
13452115,6,【BDRip】喵喵式【华盟字幕社】,878,2017-08-17 08:47,菜刀酱,80,18,13,10,"['特典', '悠悠式', 'SP', '1080p']"
13452826,4,【1080P/BDRip】寒蝉鸣泣之时·煌 （生肉）,2447,2017-08-17 05:01,萨潞法迩,174,12,11,18,"['生肉', '后宫', '1080P']"
13452333,5,【1080P/BDRip】寒蝉鸣泣之时·礼 （生肉）,4133,2017-08-17 05:01,萨潞法迩,239,52,15,8,"['日本动画', '1080P']"
13452069,1,【720P】Dofus 剧场版1【法语中字】,2067,2017-08-17 04:48,bonta熊,178,46,54,31,"['奇幻', '沃土', '动画', '720P', '克洛兹大师', '补档', '沃土WAKFU', 'wakfu', 'dofus']"
13436599,2,[OVA]东京糖衣巧克力 [BDrip][720P][漫游字幕组],17083,2017-08-17 02:54,池松壮亮的圈内女友,3265,91,67,407,"['中村悠一', '纯爱', '岩田光央', '樱井孝宏', '水树奈奈', '井上麻里奈']"
13442342,2,[OVA]东京糖衣巧克力 [720P][中日双语字幕],3563,2017-08-17 01:21,池松壮亮的圈内女友,591,19,15,21,"['日本动画', '水树奈奈', '岩田光央', '井上麻里奈', '樱井孝宏', '中村悠一']"
13388242,12,【合集】少女与战车【独家正版】,207747,2017-08-16 17:06,哔哩哔哩番剧,1284,764,2281,20510,['BILIBILI正版']
13428257,26,（720P）武装炼金（台配国语）26集全,5961,2017-08-16 15:51,国语配音动漫,248,5,10,49,"['动漫', '动画', '搞笑', '经典', '配音', '热血', '中配', '武装錬金']"
13425789,24,【合集】灼眼的夏娜第二季（1至24话）【台配国语】,6114,2017-08-16 15:04,小辣椒有大学问,443,6,14,1,"['动漫', '国语', '台配', '台配国语']"
11753936,38,【480P】超時空要塞7(全集）【MANGO字幕】,2661,2017-08-16 14:53,九冢嵬,120,7,9,3,"['神作', '怀旧', '动画', '动漫']"
13287345,38,【TVB粤语合集】数码传动战士电童1-38集【怀旧】GEAR战士电童,3702,2017-08-16 13:32,丿Get丶Glory灬破晓彡,239,8,6,5,"['TV动画', '粤语', '经典', '日本动画', 'TVB配音']"
13404093,16,【标清】卡片学园【日语生肉】,1244,2017-08-16 13:04,WF东山再起,41,2,17,0,"['动漫', '游戏', '生肉', '无厘头', '学园', '标清', '没字幕看个卵系列']"
13390981,61,【480P】晴天小猪 【字幕】,5547,2017-08-16 12:51,不好不败,505,32,28,27,"['日本动画', 'TV动画', '晴天小猪']"
13422146,25,【合集】灼眼的夏娜第一季（1至25话）【台配国语】,7173,2017-08-16 11:37,小辣椒有大学问,415,8,24,8,"['动漫', '台配', '台配国语', '国语']"
13044176,8,【480P/粤语】全职猎人 OVA2,4884,2017-08-16 10:11,もったいない,173,4,16,9,"['日本动画', '粤语', 'OVA•OAD']"
13417766,24,【合集】灼眼的夏娜【第三季】（1至24话）台配国语,3176,2017-08-16 08:00,小辣椒有大学问,287,6,7,1,"['日本动画', '灼眼的夏娜', 'TV动画', '国语配音', '台配国语']"
13414932,15,【720P/BDRip】萌菌物语 第一季【生肉】,599,2017-08-16 05:08,爱妹无双,41,2,1,2,"['校园', 'BDRIP', '720P']"
13401326,2,【BD1080P】哆啦A梦剧场版：大雄的人鱼大海战,19616,2017-08-15 23:45,僕の记忆,349,37,38,349,"['日本电影', 'TV动画', '动漫', '经典', '哆啦A梦', '剧场版', 'BD', '1080P HD']"
13404286,12,【日语英字】卡片学园-R,523,2017-08-15 23:23,WF东山再起,18,3,3,0,"['游戏', '校园', '动漫', '泡面番', '标清']"
13401399,1,【（补档）DVDRipTV未放送】金田一少年事件簿 SP:死神精神病院【SNOW放映社字幕组】,3932,2017-08-15 21:54,ゆきの夢,160,31,16,25,"['金田一', '动漫', '经典', '金田一少年事件簿']"
13397156,1,【720P/BDrip】小麻烦千惠 剧场版【生肉】,905,2017-08-15 21:49,魯邦叁世,58,7,12,1,"['剧场版', '日本动画', '生肉', '大冢康生', '小麻烦千惠']"
13392514,1,【熟肉】赤发白雪姬OAD【悠哈璃羽字幕】,2966,2017-08-15 18:01,奈酱Poi,80,5,5,18,"['怀旧', '治愈向', '恋爱']"
13384877,1,【720P】龙与虎 OVA【英配熟肉】,12497,2017-08-15 14:23,无所事事哈士奇,239,24,26,64,"['日本动画', '720P', 'OVA•OAD']"
13384812,1,【720P】棺姬嘉依卡 OVA【英配熟肉】,3293,2017-08-15 14:19,无所事事哈士奇,101,4,6,4,"['日本动画', '720P', 'OVA•OAD']"
13383384,1,【720P】晨曦公主OVA1【HKACG】,3321,2017-08-15 14:13,奈酱Poi,83,5,11,12,"['治愈向', '经典', '后宫', '720P', '尤娜萌萌哒']"
13382641,6,【BD1080P】便·当 特典【生肉】,4141,2017-08-15 14:04,とある科学のAki,199,35,32,16,"['茅野爱衣', '悠木碧', '花泽香菜', '便·当', '1080P', 'BDRIP', '伊瀬茉莉也', '合集']"
13148015,42,【BD 1080P】橄榄球联盟【国语版】,1348,2017-08-15 14:03,幻影动漫社,48,2,3,1,"['搞笑', '校园', '经典', '神作', '科幻', '动漫', '热血', '1080P']"
13377878,60,【720P】恶魔奶爸【动音漫影字幕组】,45372,2017-08-15 09:12,JACKPOTEX,2159,129,94,1843,"['杉田智和', '小西克幸', '搞笑', '伊藤静', '泽城美雪', '日本动画', '热血', '恶魔奶爸', '720P']"
13363395,2,【补档/720p】哆啦A梦新番079-2007.02.09大雄与静香的爱之小屋&情侣测试徽章【129.3/神奇字幕组】,4236,2017-08-15 08:53,哆啦有个梦,63,8,32,153,"['日本动画', '哆啦A梦', '情侣测试徽章', '大雄与静香的爱之小屋']"
13376752,30,【720P/BDRip】会长是女仆大人【生肉】,119909,2017-08-15 07:18,爱妹无双,2684,97,232,369,"['搞笑', 'TV动画', '经典', '神作', '恋爱', '校园', '喜剧', '720P', 'BDRIP', '会长是女仆大人']"
13357696,12,【720P】NEW GAME！（第一季）【英配熟肉】,3472,2017-08-15 06:31,无所事事哈士奇,369,32,36,34,"['日本动画', '百合', 'TV动画', '720P']"
13375081,12,【BD1080P】酷伊忍者传 2004【中字】,13066,2017-08-15 05:17,杀车片,1520,54,77,315,"['水树奈奈', '关智一', '钉宫理惠', '百合', 'TV动画', '漫画改编', '川澄绫子', '搞笑', '若本规夫', '酷伊忍者传', '松井仁之']"
13352790,1,【BD1080P】哆啦A梦剧场版：新大雄的大魔境,26879,2017-08-15 04:32,僕の记忆,1790,173,117,1692,"['搞笑', '剧场版', '动漫', '720P', '剧场版动画', '热血', '哆啦A梦剧场版']"
13359461,1,[哆啦A梦新番[HDRip]][031]N·S徽章&蜗牛屋真舒适呢[720P][2005.12.09],923,2017-08-15 02:52,zxz1999,10,2,2,5,"['动画', '动漫', '多拉A梦新番', '多啦a梦']"
13359594,1,[哆啦A梦新番][HDRip][023]喜欢喜欢我好喜欢&出木衫熟睡大作战[2005.09.23][720P],358,2017-08-15 02:35,zxz1999,8,1,0,3,"['新番', '动画', '动漫', '哆啦A梦', '720P']"
13363515,113,【日语中字】蜡笔小新重制计划  共113集,37552,2017-08-15 01:14,哔哩毕哩左卫门,2059,77,22,353,"['动漫', '蜡笔小新', '动画', '蜡笔小新重制计划']"
13326781,1,【DVDRip】2001夜物语 Space Fantasia 2001 Nights 1987,1729,2017-08-15 01:00,起名费劲太郎,198,45,23,7,"['古川登志夫', '竹内启雄', 'OVA•OAD', '星野之宣', 'Augustus·Xzavier', '纳谷悟郎', '太空幻想曲', '鹤广美']"
13342810,1,【720P/英语生肉】精灵宝可梦 破坏之茧与蒂安希,7871,2017-08-14 12:22,SR新兰,43,3,16,3,"['精灵宝可梦', '剧场版']"
13336701,1,【台配國語】飆速宅男劇場版-SPARE BIKE(2016)[繁中][衛視電影][480P],1959,2017-08-14 12:19,坂田楠雄,51,4,10,5,"['OVA', '剧场版', '飆速宅男', '國語', '電影版']"
13338410,1,[动画/犯罪]恶童 2006[720P][DVDrip][日文字幕],16785,2017-08-14 11:23,池松壮亮的圈内女友,2603,43,52,273,"['伊势谷友介', '宫藤官九郎', '生肉', '二宫和也', '剧场版', '苍井优', '大森南朋']"
13341851,12,【720P】学战都市六芒星 第一季【英配生肉】,9331,2017-08-14 11:15,无所事事哈士奇,209,10,23,8,"['日本动画', '后宫', '720P']"
13312168,1,【720P/DVDRip】乌龙派出所2003剧场版：UFO大逆袭!龙卷风大作战! 台配国语,7721,2017-08-14 07:54,Jiaco1996,250,31,17,214,"['日本动画', '搞笑', '剧场版', '经典', '720P', 'BDRIP']"
13327728,47,【生肉】angel beats01-13.5+sp特典,1724,2017-08-14 07:44,冷仲秋,80,5,12,10,"['生肉', '天使的心跳', '音无结弦', '立华奏', '一番的宝物', 'angel beats', 'your soul my beats']"
13338059,3,【DVD/生肉】魔神英雄传 特典【合集】,1776,2017-08-14 06:24,もったいない,89,3,7,1,"['日本动画', '经典']"
13335855,1,【480P/粤语】哆啦A梦剧场-大雄的平行西游记【熟肉】,15110,2017-08-14 05:56,もったいない,274,10,51,96,"['哆啦A梦', '日本动画', 'TV动画', '粤语', '剧场版', '经典']"
13336768,16,【720P/BDRip】神是中学生【生肉】,4202,2017-08-14 05:36,爱妹无双,297,5,19,48,"['治愈向', '恋爱', '校园', '青春', '720P', 'BDRIP']"
13334249,1,【480P/粤语】哆啦A梦剧场-大雄的宇宙开拓史【熟肉】,3743,2017-08-14 05:28,もったいない,131,9,8,16,"['经典', '哆啦A梦', '日本动画', 'TV动画', '粤语', '剧场版']"
13324877,1,【BD1080P】91Days TV未放送话 Day 13【动漫国】,2904,2017-08-14 04:46,祜生,320,28,34,31,"['OVA•OAD', '1080P']"
13334569,24,【合集】罗密欧与朱丽叶【台配国语】【1-24话全】,5902,2017-08-14 04:22,國語動漫,369,13,16,3,"['罗密欧与朱丽叶', '少女', '日本动画', '恋爱', 'TV动画', '国语动漫', '台配国语']"
13275898,26,【2006/日本】妖怪人间贝姆第二季26集全【陆奥字幕组】,786,2017-08-14 04:21,海魔女字幕组,37,1,4,1,"['怀旧', 'TV动画', '合集', '妖怪人间贝姆动画版']"
13297818,12,【720P】 曾几何时天魔的黑兔 【轻之国度】,4680,2017-08-14 03:13,萨潞法迩,348,15,17,75,"['奇幻', '搞笑', '福山润', '立花慎之介', '中村悠一', '少女', '野水伊织', '黑兔']"
13327113,1,【标清/粤语】哆啦A梦剧场版-大雄与日本的诞生【1989】,6779,2017-08-14 01:27,もったいない,346,17,43,40,"['哆啦A梦', '日本动画', '粤语', '经典']"
13319685,12,【720P】腹黑妹妹控兄记 生肉,4278,2017-08-13 22:20,ぜかましソース,117,2,10,10,"['日本动画', '生肉', 'TV动画', '高清', '经典', '720P']"
13319983,1,【8月熟肉/OVA】小马国女孩特别篇：妙手丹青 The Art Of Friendship【中文字幕】,15177,2017-08-13 21:14,Pinkiesparkle,602,50,77,127,"['新番', '中文字幕', 'TV动画', '百合', '剧场版', '欧美动画', '高清无马', '彩虹小马', '小马国女孩']"
13301037,2,【BD720P/1080P】剧场版 机动战士高达00-先驱者的觉醒【中日双语字幕】,12959,2017-08-13 17:33,筱幺幺,1358,90,52,228,"['剧场版', '机动战士高达', '1080P', 'BDRIP']"
13306367,1,【补档/720P】哆啦A梦新番008（2005.06.03）交换绳的故事＆漫画家技子【幻梦字幕组】,1615,2017-08-13 16:31,熊猫带来好运气,23,2,5,51,"['新番', '漫画改编', '哆啦A梦', '720P', 'ドラえもん', '哆啦A梦新番', '补档', '哆啦A梦水田版', '漫画家技子', '交换绳的故事']"
13311324,1,【8月熟肉/美版1080P】小马国女孩新夏日短篇Vol. 5：《友艺》,7875,2017-08-13 15:43,习成PBU,564,45,87,138,"['动画', '高清', '小马宝莉', '我的小马驹', '1080P', '小马国女孩', 'MLP', '彩虹小马', 'My Little Pony']"
13309354,1,【600P/DVDRip】透明少年侦探阿基拉 【生肉】【画质up】,217,2017-08-13 15:26,西方放电男,9,1,1,0,"['素材', '神作', '透明少年探偵アキラ', '透明少年侦探阿基拉', 'cha研', 'chargeman研']"
13301464,1,【剧场版/英文配音】境界的彼方 -I'LL BE HERE- 未来篇【生肉】,3156,2017-08-13 15:15,某壮QwQ,104,4,8,18,"['剧场版', '境界的彼方', '日本动画']"
13300804,1,【剧场版/英文配音】境界的彼方 -I'LL BE HERE- 过去篇【生肉】,2314,2017-08-13 12:09,某壮QwQ,75,4,13,7,"['日本动画', '境界的彼方', 'TV动画', '剧场版', '1080P']"
13300483,24,【480P/国语版】蓝精灵 第二季,11004,2017-08-13 11:16,奶活家教Shaw_K,372,5,8,1,"['TV动画', '经典', '欧美动画']"
13295978,4,【特别篇】七大罪：圣战的预兆【台配国语】【4话全】,--,2017-08-13 10:52,國語動漫,233,15,22,48,"['日本动画', '经典', '七大罪', 'OVA•OAD', '720P', '台配国语', '国语动漫', '圣战的预兆']"
13295336,18,【720P】火影忍者疾风传【703-720话全】【星空卫视国语/台配国语】,47021,2017-08-13 10:25,國語動漫,1651,69,156,398,"['日本动画', '火影忍者疾风传', '火影忍者', 'TV动画', '完结', '国语动漫', '台配国语', '战斗', '720P', '星空卫视']"
13299309,1,【480P/粤语无字】 IQ博士剧场版-小云的终极一击（1999年）,2123,2017-08-13 08:19,奶活家教Shaw_K,117,0,2,5,"['粤语', '经典', '怀旧', '日本动画']"
13298233,1,【剧场版】古斯柯布多力传记 1994【生肉】,166,2017-08-13 06:11,機尾雲,16,1,0,0,"['宫泽贤治', '古斯柯布多力传记']"
13294748,1,【生肉/OVA】黑白来看守所 第26话（TV未放送）【480P】,10172,2017-08-13 03:40,青天之下yamatsuki,1163,112,91,669,"['OVA', '黑白来看守所']"
13269095,27,【480P/国语版】蓝精灵 第一季,13137,2017-08-12 23:33,奶活家教Shaw_K,679,15,21,19,"['TV动画', '经典', '欧美动画', '蓝精灵']"
13273661,1,【720P】神不在的星期天 OVA 【英配熟肉】（重传，我能说我删错了嘛233）,--,2017-08-12 22:28,无所事事哈士奇,52,4,8,4,"['日本动画', 'OVA•OAD']"
13233723,30,【592P/DVDRip】蓝精灵 第9季【English/生肉】,377,2017-08-12 18:49,不明所夜,33,1,3,1,"['动画', '高清', '搞笑', '童年', '动漫', '经典', '英语', '蓝精灵', 'SMallMUshroomdwaRF']"
